participant_id,item_id,trial,item_category,noise_db,predictability,rt_ms
P25,W04,4,concrete,53.62,0.361,526.8
P25,W05,5,concrete,44.84,0.365,950.0
P25,W06,6,concrete,55.24,0.2,756.9
P25,W07,7,concrete,45.51,0.855,627.1
P25,W08,8,concrete,63.47,0.181,
P25,W09,9,concrete,64.3,0.32,845.7
P25,W10,10,concrete,74.68,0.471,768.1
P25,W11,11,concrete,32.83,0.914,594.2
P25,W12,12,concrete,45.32,0.28,622.8
P25,W13,13,abstract,35.56,0.516,867.7
P25,W14,14,abstract,65.14,0.305,881.5
P25,W15,15,abstract,42.53,0.487,796.3
P25,W16,16,abstract,76.14,0.498,818.6
P25,W17,17,abstract,35.85,0.09,708.7
P25,W18,18,abstract,65.83,0.185,824.9
P25,W19,19,abstract,66.43,0.506,823.6
P25,W20,20,abstract,74.4,0.653,768.0
P25,W21,21,abstract,35.43,0.672,769.7
P25,W22,22,abstract,55.91,0.658,677.2
P25,W23,23,abstract,36.01,0.172,537.1
P25,W24,24,abstract,44.86,0.328,959.4
P26,W01,1,concrete,37.04,0.499,
P26,W02,2,concrete,35.4,0.136,440.0
P26,W03,3,concrete,,0.271,864.0
P26,W04,4,concrete,75.67,,787.8
P26,W05,5,concrete,77.36,0.493,647.8
P26,W06,6,concrete,53.51,0.686,668.7
P26,W07,7,concrete,67.82,0.704,796.3
P26,W08,8,concrete,53.46,0.717,534.3
P26,W09,9,concrete,45.71,0.356,632.1
P26,W10,10,concrete,66.12,0.539,445.7
P26,W11,11,concrete,55.08,0.737,427.7
P26,W12,12,concrete,33.43,0.303,616.6
P26,W13,13,abstract,45.37,0.279,688.3
P26,W14,14,abstract,55.65,0.929,498.2
P26,W15,15,abstract,64.89,0.58,643.1
P26,W16,16,abstract,46.73,0.97,469.3
P26,W17,17,abstract,55.21,0.224,574.3
P26,W18,18,abstract,75.19,0.722,895.7
P26,W19,19,abstract,36.39,0.157,557.0
P26,W20,20,abstract,34.83,0.562,591.9
P26,W21,21,abstract,43.1,0.283,549.8
P26,W22,22,abstract,75.7,0.903,709.0
P26,W23,23,abstract,45.87,0.474,574.4
P26,W24,24,abstract,66.57,0.691,347.6
P27,W01,1,concrete,54.87,0.708,649.5
P27,W02,2,concrete,55.99,0.771,545.3
P27,W03,3,concrete,55.26,0.895,435.8
P27,W04,4,concrete,73.54,0.877,575.8
P27,W05,5,concrete,64.63,0.292,801.5
P27,W06,6,concrete,44.94,0.189,745.3
P27,W07,7,concrete,74.26,0.637,449.9
P27,W08,8,concrete,44.94,0.485,806.6
P27,W09,9,concrete,34.03,0.694,647.0
P27,W10,10,concrete,36.25,0.53,734.0
P27,W11,11,concrete,75.61,0.339,668.6
P27,W12,12,concrete,65.36,0.31,679.4
P27,W13,13,abstract,34.12,0.773,970.9
P27,W14,14,abstract,65.98,0.627,633.4
P27,W15,15,abstract,44.16,0.104,548.5
P27,W16,16,abstract,35.57,0.548,982.1
P27,W17,17,abstract,54.84,0.594,736.9
P27,W18,18,abstract,55.44,0.425,1024.4
P27,W19,19,abstract,64.67,0.77,575.5
P27,W20,20,abstract,45.18,0.436,612.6
P27,W21,21,abstract,63.96,0.247,324.9
P27,W22,22,abstract,46.16,0.649,540.6
P27,W23,23,abstract,35.6,0.241,588.4
P27,W24,24,abstract,74.48,0.498,439.5
P28,W01,1,concrete,34.52,0.519,824.2
P28,W02,2,concrete,65.8,0.108,640.8
P28,W03,3,concrete,34.68,0.344,443.2
P28,W04,4,concrete,64.6,0.236,857.2
P28,W05,5,concrete,75.63,,777.3
P28,W06,6,concrete,54.37,0.933,561.4
P28,W07,7,concrete,36.44,0.597,699.9
P28,W08,8,concrete,74.53,0.377,840.7
P28,W09,9,concrete,64.37,0.641,641.4
P28,W10,10,concrete,57.98,0.224,578.3
P28,W11,11,concrete,45.88,0.733,632.1
P28,W12,12,concrete,44.95,0.579,438.6
P28,W13,13,abstract,73.39,0.629,
P28,W14,14,abstract,45.6,0.403,454.6
P28,W15,15,abstract,45.81,0.587,422.9
P28,W16,16,abstract,56.42,0.276,829.1
P28,W17,17,abstract,35.04,0.356,734.5
P28,W18,18,abstract,54.29,0.647,804.2
P28,W19,19,abstract,55.18,0.41,701.6
P28,W20,20,abstract,33.82,0.523,846.2
P28,W21,21,abstract,76.17,0.742,649.1
P28,W22,22,abstract,64.47,0.624,630.7
P28,W23,23,abstract,43.92,0.144,672.8
P28,W24,24,abstract,64.54,0.282,
P29,W01,1,concrete,35.18,0.769,520.8
P29,W02,2,concrete,64.29,0.546,629.7
P29,W03,3,concrete,55.17,0.536,421.6
P29,W04,4,concrete,65.0,0.516,711.6
P29,W05,5,concrete,36.2,0.101,488.5
P29,W06,6,concrete,74.36,0.489,1132.3
P29,W07,7,concrete,56.07,0.202,1011.5
P29,W08,8,concrete,74.38,0.746,813.6
P29,W09,9,concrete,42.58,0.54,504.1
P29,W10,10,concrete,55.91,0.329,1065.1
P29,W11,11,concrete,33.52,0.492,431.3
P29,W12,12,concrete,,0.772,625.3
P29,W13,13,abstract,53.96,0.456,930.7
P29,W14,14,abstract,76.78,0.613,536.3
P29,W15,15,abstract,74.92,0.104,848.5
P29,W16,16,abstract,46.7,0.481,516.1
P29,W17,17,abstract,65.94,0.774,870.2
P29,W18,18,abstract,55.12,0.714,1007.2
P29,W19,19,abstract,44.83,0.33,562.8
P29,W20,20,abstract,44.88,0.201,576.2
P29,W21,21,abstract,34.79,0.834,640.3
P29,W22,22,abstract,46.14,0.344,427.2
P29,W23,23,abstract,63.8,0.822,841.5
P29,W24,24,abstract,36.62,0.814,618.3
P30,W01,1,concrete,64.0,0.327,712.7
P30,W02,2,concrete,54.42,0.409,588.1
P30,W03,3,concrete,65.56,0.374,536.7
P30,W04,4,concrete,43.41,0.353,375.5
P30,W05,5,concrete,55.53,0.922,822.7
P30,W06,6,concrete,34.43,0.233,546.0
P30,W07,7,concrete,43.92,0.513,632.4
P30,W08,8,concrete,74.71,0.68,643.8
P30,W09,9,concrete,73.89,0.866,480.1
P30,W10,10,concrete,45.58,0.815,352.2
P30,W11,11,concrete,37.04,0.492,423.6
P30,W12,12,concrete,56.78,0.657,427.4
P30,W13,13,abstract,36.18,0.241,658.3
P30,W14,14,abstract,55.2,0.327,613.7
P30,W15,15,abstract,35.04,0.394,585.7
P30,W16,16,abstract,45.45,0.359,509.1
P30,W17,17,abstract,65.21,0.849,422.0
P30,W18,18,abstract,74.29,0.635,682.2
P30,W19,19,abstract,74.98,0.397,610.3
P30,W20,20,abstract,65.03,0.621,820.8
P30,W21,21,abstract,44.61,0.528,289.7
P30,W22,22,abstract,55.44,0.26,437.4
P30,W23,23,abstract,64.34,0.64,696.0
P30,W24,24,abstract,34.02,0.469,272.2
P31,W01,1,concrete,34.92,0.286,745.7
P31,W02,2,concrete,65.18,0.137,
P31,W03,3,concrete,44.36,0.203,754.0
P31,W04,4,concrete,77.51,0.407,749.8
P31,W05,5,concrete,54.89,0.338,524.1
P31,W06,6,concrete,43.46,0.39,819.4
P31,W07,7,concrete,76.56,0.221,759.1
P31,W08,8,concrete,68.03,0.884,907.9
P31,W09,9,concrete,34.4,0.538,475.3
P31,W10,10,concrete,54.79,0.431,534.7
P31,W11,11,concrete,56.49,0.729,682.3
P31,W12,12,concrete,65.81,0.445,759.6
P31,W13,13,abstract,44.05,0.418,
P31,W14,14,abstract,33.77,0.556,437.0
P31,W15,15,abstract,64.39,0.309,498.5
P31,W16,16,abstract,77.18,0.795,621.9
P31,W17,17,abstract,66.45,0.414,773.1
P31,W18,18,abstract,37.35,0.303,396.7
P31,W19,19,abstract,46.14,0.666,711.7
P31,W20,20,abstract,77.04,0.693,586.6
P31,W21,21,abstract,55.73,0.597,506.3
P31,W22,22,abstract,35.37,0.765,541.3
P31,W23,23,abstract,53.8,0.305,538.3
P31,W24,24,abstract,44.3,0.828,754.1
P32,W01,1,concrete,35.97,0.543,726.1
P32,W02,2,concrete,73.7,0.305,590.1
P32,W03,3,concrete,74.44,0.548,1115.0
P32,W04,4,concrete,36.2,0.479,762.0
P32,W05,5,concrete,34.64,0.446,677.2
P32,W06,6,concrete,45.14,0.118,811.7
P32,W07,7,concrete,55.31,0.24,730.1
P32,W08,8,concrete,67.06,0.536,1088.6
P32,W09,9,concrete,65.21,0.676,627.9
P32,W10,10,concrete,65.76,0.444,838.7
P32,W11,11,concrete,45.94,0.597,650.3
P32,W12,12,concrete,53.37,0.235,550.4
P32,W13,13,abstract,75.97,0.582,836.4
P32,W14,14,abstract,65.59,0.482,783.2
P32,W15,15,abstract,34.9,0.183,763.4
P32,W16,16,abstract,54.05,0.75,635.3
P32,W17,17,abstract,66.68,0.779,1008.4
P32,W18,18,abstract,44.01,0.291,786.9
P32,W19,19,abstract,75.35,0.406,979.3
P32,W20,20,abstract,33.4,0.539,545.5
P32,W21,21,abstract,56.07,0.695,657.5
P32,W22,22,abstract,44.39,0.371,528.0
P32,W23,23,abstract,55.56,0.887,954.3
P32,W24,24,abstract,45.14,0.429,526.1
P33,W01,1,concrete,36.33,0.482,586.4
P33,W02,2,concrete,75.94,0.59,436.5
P33,W03,3,concrete,37.1,0.721,597.8
P33,W04,4,concrete,65.18,0.794,462.4
P33,W05,5,concrete,44.3,0.236,311.0
P33,W06,6,concrete,64.81,0.578,385.3
P33,W07,7,concrete,56.1,0.379,585.3
P33,W08,8,concrete,54.09,0.443,564.6
P33,W09,9,concrete,44.46,0.805,475.1
P33,W10,10,concrete,43.73,0.488,366.4
P33,W11,11,concrete,66.19,0.653,
P33,W12,12,concrete,33.75,0.854,450.3
P33,W13,13,abstract,68.08,0.372,546.8
P33,W14,14,abstract,37.57,0.438,536.8
P33,W15,15,abstract,67.47,0.64,485.0
P33,W16,16,abstract,35.32,0.13,541.9
P33,W17,17,abstract,54.96,0.202,807.5
P33,W18,18,abstract,55.09,0.465,647.2
P33,W19,19,abstract,56.35,0.893,489.7
P33,W20,20,abstract,74.99,0.308,779.0
P33,W21,21,abstract,45.18,0.678,642.6
P33,W22,22,abstract,75.86,0.236,585.5
P33,W23,23,abstract,43.51,0.747,523.2
P33,W24,24,abstract,73.74,0.385,539.7
P34,W01,1,concrete,34.58,0.456,1074.7
P34,W02,2,concrete,65.27,0.24,671.2
P34,W03,3,concrete,35.97,0.616,856.9
P34,W04,4,concrete,54.9,0.561,716.7
P34,W05,5,concrete,46.4,0.492,858.9
P34,W06,6,concrete,75.42,0.443,732.9
P34,W07,7,concrete,74.92,0.466,554.7
P34,W08,8,concrete,35.96,0.105,654.3
P34,W09,9,concrete,43.37,0.7,590.1
P34,W10,10,concrete,64.95,0.198,670.0
P34,W11,11,concrete,55.94,0.718,980.1
P34,W12,12,concrete,34.3,0.258,831.5
P34,W13,13,abstract,73.47,0.943,1085.9
P34,W14,14,abstract,56.41,0.373,787.6
P34,W15,15,abstract,63.96,0.429,1008.4
P34,W16,16,abstract,66.41,0.842,878.1
P34,W17,17,abstract,44.89,0.866,488.1
P34,W18,18,abstract,46.21,,1279.5
P34,W19,19,abstract,43.55,0.616,621.5
P34,W20,20,abstract,65.6,0.338,1162.1
P34,W21,21,abstract,37.09,0.427,466.6
P34,W22,22,abstract,55.68,0.73,479.2
P34,W23,23,abstract,56.2,0.425,563.5
P34,W24,24,abstract,74.59,0.385,622.0
P35,W01,1,concrete,44.49,0.622,663.6
P35,W02,2,concrete,56.61,0.405,740.3
P35,W03,3,concrete,72.42,0.514,648.5
P35,W04,4,concrete,76.12,0.777,846.3
P35,W05,5,concrete,37.23,0.573,618.1
P35,W06,6,concrete,74.77,0.226,523.7
P35,W07,7,concrete,55.57,0.034,742.5
P35,W08,8,concrete,43.77,0.451,
P35,W09,9,concrete,56.33,0.266,844.9
P35,W10,10,concrete,36.24,0.561,653.4
P35,W11,11,concrete,46.84,0.694,673.2
P35,W12,12,concrete,64.81,0.522,693.8
P35,W13,13,abstract,46.2,0.169,1302.8
P35,W14,14,abstract,34.6,0.818,617.2
P35,W15,15,abstract,72.99,0.383,566.4
P35,W16,16,abstract,55.56,0.262,928.0
P35,W17,17,abstract,44.43,0.466,1054.0
P35,W18,18,abstract,65.86,0.493,888.3
P35,W19,19,abstract,56.22,0.399,535.9
P35,W20,20,abstract,64.2,0.177,619.6
P35,W21,21,abstract,35.0,0.638,700.4
P35,W22,22,abstract,36.47,0.709,705.8
P35,W23,23,abstract,63.73,0.712,799.6
P35,W24,24,abstract,64.64,0.142,556.7
P36,W01,1,concrete,54.46,0.808,868.1
P36,W02,2,concrete,73.75,0.673,979.1
P36,W03,3,concrete,74.42,0.373,785.6
P36,W04,4,concrete,44.48,0.645,716.8
P36,W05,5,concrete,43.44,0.541,790.1
P36,W06,6,concrete,33.64,0.497,633.0
P36,W07,7,concrete,65.73,0.348,916.7
P36,W08,8,concrete,45.42,0.204,608.9
P36,W09,9,concrete,35.07,0.592,
P36,W10,10,concrete,35.4,0.568,928.5
P36,W11,11,concrete,53.03,0.719,1083.1
P36,W12,12,concrete,63.72,,
P36,W13,13,abstract,66.3,0.069,1235.3
P36,W14,14,abstract,74.3,0.131,1389.8
P36,W15,15,abstract,65.01,0.186,856.4
P36,W16,16,abstract,35.54,0.721,949.3
P36,W17,17,abstract,54.98,0.568,1265.6
P36,W18,18,abstract,45.33,0.61,974.4
P36,W19,19,abstract,56.89,0.512,759.2
P36,W20,20,abstract,64.56,0.728,1134.2
P36,W21,21,abstract,33.17,0.309,1146.0
P36,W22,22,abstract,75.33,0.637,763.5
P36,W23,23,abstract,55.58,0.807,965.8
P36,W24,24,abstract,43.38,0.097,834.9
